timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-03T17:23:35,codecarbon,14a39851-f9fc-41d7-b133-ec6ca8a81cf6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,57.191727500001434,4.383708928407737e-06,7.664935332487775e-08,60.0,0.0,10.0,0.0009544224283328125,0.0,0.00015894146666655111,0.0011133638949993635,0.0,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.13.1,3.0.8,8,Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz,,,-73.6305,45.4605,11.810325622558594,process,N,1.0,0.0
